,PAYS,Location,Longitude,Latitude,Date,Iodine_131,Caesium_134,Caesium_137
382,Italy,SALUGGIA(IFEC),8.02,45.21,1986-05-02,0.0,0.615,1.5
383,Italy,SALUGGIA(IFEC),8.02,45.21,1986-05-02,0.0,1.126,0.6584179577464782
384,Italy,SALUGGIA(eurex),8.02,45.21,1986-05-02,0.0,0.821,0.6584179577464782
399,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-02,1.03,0.37136930232558124,0.5536206896551723
385,Czechoslovakia,PRAHA,50.08,14.42,1986-05-02,1.95,0.445,0.39343750000000016
388,Italy,ISPRA,8.63,45.8,1986-05-02,12.72,0.0,1.46
390,Italy,ISPRA,8.63,45.8,1986-05-02,11.59,0.0,1.37
391,Italy,ISPRA,8.63,45.8,1986-05-02,11.82,0.0,1.32
392,Italy,ISPRA,8.63,45.8,1986-05-02,15.19,0.0,1.69
393,Italy,ISPRA,8.63,45.8,1986-05-02,15.75,0.0,1.73
394,United Kingdom,HARWELL,-1.3,51.62,1986-05-02,3.03,0.64,0.09876507042253525
395,Italy,CAPANNA,12.3,42.03,1986-05-02,5.258,1.259,2.444
396,France,LE BUGEY,5.26,45.8,1986-05-02,1.9,0.32,0.2123731444444443
397,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-02,2.44,0.37136930232558124,0.5536206896551723
387,Italy,ISPRA,8.63,45.8,1986-05-02,12.39,0.0,1.43
422,Austria,GRAZ,15.36,47.08,1986-05-02,2.7343,0.50875,0.8584
450,Austria,SALZBURG,13.05,47.9,1986-05-02,0.853809,0.216814,0.33532
424,Germany,ANSBACH,10.59,49.3,1986-05-02,2.9,0.0,2.17
376,Netherlands,BILTHOVEN,5.18,52.11,1986-05-02,0.3,0.06,0.15
451,Austria,LINZ,14.3,48.31,1986-05-02,2.171908,0.429893,0.757628
452,Germany,STARNBERG,11.34,48.0,1986-05-02,2.7,0.0,1.76
453,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-02,4.12,1.17,0.21779452500000002
454,France,GRENOBLE,5.72,45.18,1986-05-02,0.444,0.0925,0.1628
455,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-02,7.56,1.85,0.21779452500000002
456,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-02,10.25,2.45,0.21779452500000002
457,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-02,1.33,0.39,0.21779452500000002
458,Austria,VIENNA.,16.36,48.21,1986-05-02,1.1914,0.625129909090909,0.9306186144578327
449,Austria,VIENNA.,16.36,48.21,1986-05-02,0.9694,0.625129909090909,0.9306186144578327
459,Germany,WALDHOF,10.75,52.81,1986-05-02,0.16,0.0,0.05
461,Germany,FREIBURG(BZS),7.87,48.0,1986-05-02,3.9,1.4,0.53
462,Hungary,BUDAPEST,19.1,47.5,1986-05-02,4.1,0.8,1.4
463,Czechoslovakia,KOSICE,21.25,48.73,1986-05-02,0.254,0.046,0.073
464,France,CADARACHE,5.75,43.71,1986-05-02,6.299999,0.18,0.41
465,Germany,ROTTENBURG,8.94,48.46,1986-05-02,3.286,0.0,2.434
466,Sweden,RISOE,12.07,55.7,1986-05-02,0.0176,0.0,0.00022
467,Germany,FREIBURG(BZS),7.87,48.0,1986-05-02,2.6,0.41,0.7103390810810806
468,France,GRAVELINES,2.31,51.0,1986-05-02,0.008,0.0,0.0
469,Austria,LINZ,14.3,48.31,1986-05-02,2.415295,0.546652,0.773646
460,Austria,VIENNA.,16.36,48.21,1986-05-02,1.2099,0.625129909090909,0.9306186144578327
448,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-02,1.61,0.28,0.21779452500000002
447,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-02,1.43,0.17,0.21779452500000002
446,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-02,1.82,0.41,0.21779452500000002
425,Switzerland,SPIEZ,7.42,46.42,1986-05-02,2.8231,0.4847,0.9583
426,Switzerland,SPIEZ,7.42,46.42,1986-05-02,2.6196,0.5698,1.0286
427,Switzerland,LOCARNO Monti,8.48,46.15,1986-05-02,2.59,1.48,0.421670588235294
428,Switzerland,FRIBOURG,7.12,46.49,1986-05-02,1.85,0.296,0.629
429,Czechoslovakia,HRADEC,50.22,15.83,1986-05-02,0.71,0.07,0.39343750000000016
430,Switzerland,FRIBOURG,7.12,46.49,1986-05-02,2.775,0.536,1.147
431,Germany,BERLIN-WEST,13.42,52.5,1986-05-02,0.09,0.0037,0.7103390810810806
432,France,CHOOZ,4.81,50.1,1986-05-02,5.5,1.599999,3.0
433,France,DAMPIERRE EN BURLY,2.51,47.71,1986-05-02,1.2,0.1088557831858407,0.2123731444444443
434,Germany,AACHEN(RWTH),6.1,50.76,1986-05-02,0.0,0.7,0.7103390810810806
435,Germany,BROTJACKLRIEGEL,12.78,49.2,1986-05-02,1.38,0.0,0.55
436,Germany,AACHEN(RWTH),6.1,50.76,1986-05-02,0.0,0.56,0.7103390810810806
437,Germany,AACHEN(RWTH),6.1,50.76,1986-05-02,0.0,0.92,0.7103390810810806
438,Belgium,MOL,5.12,51.18,1986-05-02,1.68,0.41,0.97
439,Germany,FREIBURG(BZS),7.87,48.0,1986-05-02,5.7,2.1,0.89
440,Austria,INNSBRUCK,11.41,47.28,1986-05-02,4.736,1.3024,2.294
441,Germany,FREIBURG(BZS),7.87,48.0,1986-05-02,5.0,1.8,0.7103390810810806
442,Austria,VIENNA.,16.36,48.21,1986-05-02,0.0999,0.625129909090909,0.9306186144578327
443,Austria,VIENNA.,16.36,48.21,1986-05-02,0.9694,0.625129909090909,0.9306186144578327
444,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-02,9.02,2.23,0.21779452500000002
445,Czechoslovakia,CESKE,48.97,14.43,1986-05-02,4.88,0.6,0.39343750000000016
423,Austria,BREGENZ,9.78,47.51,1986-05-02,4.884,1.8315,3.367
375,Netherlands,BILTHOVEN,5.18,52.11,1986-05-02,2.0,0.5,1.0
389,Italy,ISPRA,8.63,45.8,1986-05-02,12.1,0.0,1.37
373,Netherlands,BILTHOVEN,5.18,52.11,1986-05-02,6.0,0.9,2.0
305,United Kingdom,HARWELL,-1.3,51.62,1986-05-02,5.32,0.9,0.09876507042253525
306,United Kingdom,HARWELL,-1.3,51.62,1986-05-02,3.18,0.7,0.09876507042253525
307,United Kingdom,HARWELL,-1.3,51.62,1986-05-02,0.5,0.06,0.09876507042253525
308,Finland,NURMIJAERVI,24.7,60.45,1986-05-02,0.0,0.0282,0.049
309,Czechoslovakia,BRATISLAVA,48.17,17.17,1986-05-02,4.9,1.3,0.39343750000000016
310,United Kingdom,HARWELL,-1.3,51.62,1986-05-02,1.43,0.43,0.09876507042253525
311,Germany,OFFENBACH,8.77,50.1,1986-05-02,3.441,0.925,1.443
312,United Kingdom,HARWELL,-1.3,51.62,1986-05-02,0.0014,0.07282482568807344,0.00226
313,France,LE VESINET,2.13,48.88,1986-05-02,3.9,0.7,0.2123731444444443
304,Norway,OSLO,9.8,59.9,1986-05-02,0.0,0.0,0.003
314,Norway,BERGEN,10.66,59.9,1986-05-02,0.001,0.0,0.0002
316,Czechoslovakia,PRAHA,50.0,14.42,1986-05-02,1.1,0.06,0.39343750000000016
317,Czechoslovakia,PRAHA,50.0,14.42,1986-05-02,2.8,0.5,0.39343750000000016
318,Norway,KJELLER,10.66,59.9,1986-05-02,0.02,0.0,0.0007
319,Czechoslovakia,BANSKA,48.73,19.17,1986-05-02,1.24,0.05,0.39343750000000016
320,United Kingdom,CHAPELCROSS,-3.61,55.06,1986-05-02,0.27093912280701754,0.001,0.0
321,Germany,FREIBURG(DWD),7.87,48.0,1986-05-02,5.66,2.257,0.008
322,Czechoslovakia,MORAVSKY,49.08,16.33,1986-05-02,2.3,0.448,0.39343750000000016
323,France,MARCOULE,4.8,44.13,1986-05-02,2.552999,0.407,0.999
324,United Kingdom,BERKELEY,-2.45,51.69,1986-05-02,2.1,0.36,0.66
315,United Kingdom,GLASGOW,-4.83,56.0,1986-05-02,0.00034,0.07282482568807344,0.0002
325,France,MONACO,7.42,43.73,1986-05-02,1.4,0.11,0.18
303,Czechoslovakia,KOSICE,21.25,48.73,1986-05-02,0.452,0.129,0.211
301,Netherlands,PETTEN,4.64,52.76,1986-05-02,0.0,0.43388659793814416,0.0
281,Netherlands,PETTEN,4.64,52.76,1986-05-02,0.0,1.7,4.0
282,Netherlands,VLISSINGEN,3.58,51.45,1986-05-02,0.78,0.2,0.46
283,Netherlands,VLISSINGEN,3.58,51.45,1986-05-02,5.12,1.3,3.07
374,Netherlands,BILTHOVEN,5.18,52.11,1986-05-02,4.0,0.7,1.6
285,Netherlands,PETTEN,4.64,52.76,1986-05-02,0.0,0.43388659793814416,0.0
286,France,PARIS,2.36,48.85,1986-05-02,1.929999,0.77,1.49
287,Netherlands,GRONINGEN,6.53,53.25,1986-05-02,2.2,0.0,0.9
288,Netherlands,GRONINGEN,6.53,53.25,1986-05-02,5.0,0.0,1.2
289,Netherlands,GRONINGEN,6.53,53.25,1986-05-02,9.0,0.0,2.8
302,Norway,VAERNES,0.0,0.0,1986-05-02,0.3,0.0,0.11
290,Netherlands,GRONINGEN,6.53,53.25,1986-05-02,9.0,1.43,3.1
292,Netherlands,GRONINGEN,6.53,53.25,1986-05-02,0.01,0.0,0.0
293,France,SACLAY,2.16,48.73,1986-05-02,0.0,0.6,1.4
294,Sweden,GOETEBORG,12.0,57.75,1986-05-02,0.000856,0.000519,0.000984
295,Netherlands,EELDE,6.56,53.13,1986-05-02,5.61,0.94,2.15
296,Netherlands,EELDE,6.56,53.13,1986-05-02,7.19,1.2,3.15
297,Netherlands,EELDE,6.56,53.13,1986-05-02,0.29,0.05,0.11
298,Sweden,UMEAA,20.25,63.83,1986-05-02,0.227,0.00755,0.0128
299,France,SAINT ALBAN,4.75,45.4,1986-05-02,1.9,0.37,0.2123731444444443
300,Netherlands,DELFT,4.38,52.0,1986-05-02,0.0,2.5,3.8
291,Netherlands,VLISSINGEN,3.58,51.45,1986-05-02,1.67,0.39,0.98
326,United Kingdom,BERKELEY,-2.45,51.69,1986-05-02,1.1,0.26,0.48
284,Netherlands,PETTEN,4.64,52.76,1986-05-02,0.0,3.3,4.8
328,Netherlands,DELFT,4.38,52.0,1986-05-02,0.0,1.7,2.6
353,Italy,CASACCIA,12.3,42.03,1986-05-02,2.915,0.763,1.593
354,Italy,CAPANNA,12.3,42.03,1986-05-02,1.121,0.556,1.111
355,Italy,CAPANNA,12.3,42.03,1986-05-02,1.546,0.704,1.37
356,Italy,CAPANNA,12.3,42.03,1986-05-02,1.791,0.444,0.889
357,Italy,CAPANNA,12.3,42.03,1986-05-02,2.087,0.537,1.0
358,Italy,CAPANNA,12.3,42.03,1986-05-02,3.841,1.037,1.852
359,Italy,CAPANNA,12.3,42.03,1986-05-02,4.91,1.285,2.333
360,Italy,CAPANNA,12.3,42.03,1986-05-02,5.064,1.37,2.556
361,Sweden,OESTERSUND,14.67,63.17,1986-05-02,0.101,0.000571,0.000928
352,Italy,CASACCIA,12.3,42.03,1986-05-02,2.319,0.604,1.1
362,Germany,MEINERZHAGEN,7.65,51.11,1986-05-02,1.921,0.0,1.064
364,Netherlands,DELFT,4.38,52.0,1986-05-02,0.0,3.2,4.8
365,Italy,ISPRA,8.63,45.8,1986-05-02,19.76,0.0,2.15
366,Italy,ISPRA,8.63,45.8,1986-05-02,15.28,0.0,1.69
367,Netherlands,DELFT,4.38,52.0,1986-05-02,0.0,2.3,3.8
368,Netherlands,DELFT,4.38,52.0,1986-05-02,0.0,2.1,2.6
369,France,ST.Laurent des eaux,1.58,47.71,1986-05-02,0.44175517916666684,0.1088557831858407,0.2123731444444443
370,United Kingdom,HARWELL,-1.3,51.62,1986-05-02,4.2,0.71,0.09876507042253525
372,Netherlands,BILTHOVEN,5.18,52.11,1986-05-02,8.0,1.0,3.0
327,United Kingdom,BERKELEY,-2.45,51.69,1986-05-02,0.07,0.016,0.03
363,Sweden,STOCKHOLM,18.08,59.33,1986-05-02,0.042,0.000491,0.00083
351,Italy,CASACCIA,12.3,42.03,1986-05-02,1.804,0.507,0.881
371,Netherlands,BILTHOVEN,5.18,52.11,1986-05-02,6.0,1.0,2.4
349,Italy,BRASIMONE,11.33,44.48,1986-05-02,2.89,0.26,0.5
350,Italy,CASACCIA,12.3,42.03,1986-05-02,1.111,0.27,0.626
331,Norway,OSLO,9.8,59.9,1986-05-02,0.0,0.0,0.0085
332,France,ORSAY,2.18,48.68,1986-05-02,6.33,1.809999,3.23
333,Netherlands,DELFT,4.38,52.0,1986-05-02,0.0,1.7,3.7
334,Netherlands,BILTHOVEN,5.18,52.11,1986-05-02,4.8,0.8,2.3
335,Netherlands,DELFT,4.38,52.0,1986-05-02,0.0,2.9,5.0
336,Sweden,STOCKHOLM,18.08,59.33,1986-05-02,0.0585,0.000807,0.00109
337,Italy,ISPRA,8.63,45.8,1986-05-02,20.47,0.0,2.21
338,Italy,ISPRA,8.63,45.8,1986-05-02,18.38,0.0,1.97
330,Germany,GOETTINGEN,9.95,51.53,1986-05-02,4.2,0.62,1.3
340,Germany,HANNOVER,9.73,52.38,1986-05-02,0.018,0.0,0.0
348,Italy,CASACCIA,12.3,42.03,1986-05-02,1.37,0.35,0.726
339,Italy,ISPRA,8.63,45.8,1986-05-02,23.35,0.0,2.49
347,Germany,NEUHERBERG,11.58,48.13,1986-05-02,3.8,1.1,2.1
346,Germany,NEUHERBERG,11.58,48.13,1986-05-02,4.2,1.1,2.1
329,Germany,GOETTINGEN,9.95,51.53,1986-05-02,0.0387,0.0,0.0049
344,Italy,CASACCIA,12.3,42.03,1986-05-02,1.185,0.369,0.781
343,Germany,KARLSRUHE,8.67,49.0,1986-05-02,0.0,2.9,5.2
342,Germany,KARLSRUHE,8.67,49.0,1986-05-02,0.0,3.3,5.9
341,Italy,BOLOGNA,11.33,44.48,1986-05-02,7.015,0.904,2.237
345,Germany,NEUHERBERG,11.58,48.13,1986-05-02,2.7,0.53,0.96
579,Switzerland,LOCARNO Monti,8.48,46.15,1986-05-03,1.184,0.37,0.421670588235294
580,Netherlands,BILTHOVEN,5.18,52.11,1986-05-03,0.5,0.1,0.2
581,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-03,0.79,0.37136930232558124,0.5536206896551723
582,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-03,0.36,0.37136930232558124,0.5536206896551723
583,Netherlands,GRONINGEN,6.53,53.25,1986-05-03,1.9,0.0,0.7
584,Netherlands,GRONINGEN,6.53,53.25,1986-05-03,1.8,0.0,0.7
585,Netherlands,GRONINGEN,6.53,53.25,1986-05-03,0.5,0.0,0.19
586,Sweden,GOETEBORG,12.0,57.75,1986-05-03,0.111,0.000173,0.000279
588,Netherlands,EELDE,6.56,53.13,1986-05-03,0.9,0.07,0.18
589,Netherlands,EELDE,6.56,53.13,1986-05-03,1.8,0.22,0.52
590,Spain,VALENCIA,0.0,0.0,1986-05-03,0.0,0.041,0.0995
592,Germany,BERLIN-WEST,13.42,52.5,1986-05-03,0.215,0.0026,0.0026
593,Netherlands,DELFT,4.38,52.0,1986-05-03,0.0,0.43388659793814416,0.0
594,Netherlands,DELFT,4.38,52.0,1986-05-03,0.0,0.53,1.1
595,Netherlands,DELFT,4.38,52.0,1986-05-03,0.0,0.77,1.5
596,Switzerland,FRIBOURG,7.12,46.49,1986-05-03,1.147,0.222,0.407
578,Netherlands,BILTHOVEN,5.18,52.11,1986-05-03,2.2,0.3,0.7
597,Switzerland,FRIBOURG,7.12,46.49,1986-05-03,1.0,0.185,0.36
587,Netherlands,EELDE,6.56,53.13,1986-05-03,1.03,0.18,0.4
591,Germany,BROTJACKLRIEGEL,12.78,49.2,1986-05-03,1.31,0.0,1.42
568,Netherlands,BILTHOVEN,5.18,52.11,1986-05-03,2.4,0.4,0.75
576,Italy,TRISAIA,16.63,40.17,1986-05-03,6.603,0.926,2.037
598,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-03,1.03,0.37136930232558124,0.5536206896551723
558,Italy,SALUGGIA(IFEC),8.02,45.21,1986-05-03,0.0,0.359,0.57
559,Netherlands,PETTEN,4.64,52.76,1986-05-03,0.0,1.6,2.4
560,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-03,0.94,0.37136930232558124,0.5536206896551723
561,Netherlands,BILTHOVEN,5.18,52.11,1986-05-03,2.4,0.4,0.75
562,Netherlands,BILTHOVEN,5.18,52.11,1986-05-03,2.5,0.4,0.8
563,Netherlands,BILTHOVEN,5.18,52.11,1986-05-03,2.6,0.4,0.9
564,United Kingdom,HARWELL,-1.3,51.62,1986-05-03,0.6,0.2,0.09876507042253525
577,Switzerland,SPIEZ,7.42,46.42,1986-05-03,2.3532,0.4033,0.8177
565,Netherlands,BILTHOVEN,5.18,52.11,1986-05-03,2.7,0.5,1.5
567,Netherlands,BILTHOVEN,5.18,52.11,1986-05-03,3.1,0.6,1.7
569,Netherlands,BILTHOVEN,5.18,52.11,1986-05-03,4.0,0.8,2.0
570,Germany,ANSBACH,10.59,49.3,1986-05-03,1.4,0.0,0.96
571,Austria,BREGENZ,9.78,47.51,1986-05-03,2.9785,1.16402,2.22
572,Germany,AACHEN(RWTH),6.1,50.76,1986-05-03,0.0,0.0,0.7103390810810806
573,Sweden,LJUNGBYHED,13.92,56.82,1986-05-03,0.00908,0.000198,0.000384
574,Austria,GRAZ,15.36,47.08,1986-05-03,9.731,1.9129,3.5002
575,Sweden,LJUNGBYHED,13.92,56.82,1986-05-03,0.255,0.000644,0.0011
566,Netherlands,BILTHOVEN,5.18,52.11,1986-05-03,3.1,0.6,1.2
599,Germany,FREIBURG(DWD),7.87,48.0,1986-05-03,1.7,0.481,0.7103390810810806
622,France,LE VESINET,2.13,48.88,1986-05-03,1.599999,0.22,0.2123731444444443
601,Sweden,STOCKHOLM,18.08,59.33,1986-05-03,0.0416,0.000281,0.00054
625,Sweden,OESTERSUND,14.67,63.17,1986-05-03,0.0225,0.000112,0.000215
626,Sweden,OESTERSUND,14.67,63.17,1986-05-03,0.038,0.000216,0.000366
627,Germany,ROTTENBURG,8.94,48.46,1986-05-03,1.464,0.0,0.827
628,Germany,OFFENBACH,8.77,50.1,1986-05-03,1.04,0.3,0.44
629,Czechoslovakia,BRATISLAVA,48.17,17.17,1986-05-03,1.0,0.21,0.39343750000000016
630,Germany,MEINERZHAGEN,7.65,51.11,1986-05-03,1.379,0.0,0.757
631,France,CADARACHE,5.75,43.71,1986-05-03,5.9,0.4,0.94
632,Czechoslovakia,KOSICE,21.25,48.73,1986-05-03,0.247,0.033,0.054
624,Czechoslovakia,MORAVSKY,49.08,16.33,1986-05-03,0.716,0.065,0.39343750000000016
633,France,ORSAY,2.18,48.68,1986-05-03,0.31,0.072,0.142
635,France,LE BUGEY,5.26,45.8,1986-05-03,2.5,0.33,0.2123731444444443
636,Germany,WALDHOF,10.75,52.81,1986-05-03,0.22,0.0,0.03
637,France,TRICASTIN,4.73,44.33,1986-05-03,0.9,0.235,0.57
638,Germany,NORDERNEY,7.15,53.71,1986-05-03,0.363,0.052,0.111
639,Czechoslovakia,BANSKA,48.73,19.17,1986-05-03,0.763,0.0,0.39343750000000016
640,France,PARIS,2.36,48.85,1986-05-03,0.18,0.046,0.95
641,France,ST.Laurent des eaux,1.58,47.71,1986-05-03,0.44175517916666684,0.1088557831858407,0.2123731444444443
557,Netherlands,PETTEN,4.64,52.76,1986-05-03,0.0,0.5,1.3
634,Germany,STARNBERG,11.34,48.0,1986-05-03,2.83,0.0,1.6
600,Netherlands,BILTHOVEN,5.18,52.11,1986-05-03,0.6,0.1,0.2
623,Italy,BOLOGNA,11.33,44.48,1986-05-03,2.926,0.519,0.894
620,Sweden,STOCKHOLM,18.08,59.33,1986-05-03,0.0632,0.00048,0.0007
602,France,CHINON,0.25,47.15,1986-05-03,0.24,0.07,0.16
603,France,GRENOBLE,5.72,45.18,1986-05-03,0.518,0.1702,0.3
604,France,MARCOULE,4.8,44.13,1986-05-03,1.183999,0.333,0.3515
605,France,VERDUN,5.38,49.15,1986-05-03,1.77,0.71,1.299999
606,Czechoslovakia,CESKE,48.97,14.43,1986-05-03,6.97,0.679,0.39343750000000016
607,France,FESSENHEIM,7.56,47.91,1986-05-03,2.099999,0.76,1.299999
608,France,SAINT ALBAN,4.75,45.4,1986-05-03,3.299999,1.0,0.2123731444444443
609,France,MONACO,7.42,43.73,1986-05-03,2.9,0.55,1.099999
621,Germany,NEUHERBERG,11.58,48.13,1986-05-03,1.4,0.44,0.8
610,France,DAMPIERRE EN BURLY,2.51,47.71,1986-05-03,0.29,0.1088557831858407,0.2123731444444443
612,France,CHOOZ,4.81,50.1,1986-05-03,1.9,0.63,1.099999
613,Czechoslovakia,HRADEC,50.22,15.83,1986-05-03,0.4,0.01,0.39343750000000016
614,France,GRAVELINES,2.31,51.0,1986-05-03,0.065,0.23,0.34
615,France,CRUAS,4.8,44.63,1986-05-03,0.95,0.23,0.3
616,France,FLAMANVILLE,-1.9,49.55,1986-05-03,0.75,0.0,0.0
617,France,SACLAY,2.16,48.73,1986-05-03,0.0,0.1,0.2
618,Sweden,UMEAA,20.25,63.83,1986-05-03,0.183,0.00967,0.016
619,Italy,BRASIMONE,11.33,44.48,1986-05-03,2.099,0.52,1.172
611,Czechoslovakia,JASLOVSKE,48.5,17.45,1986-05-03,0.441,0.077,0.53
556,United Kingdom,CHAPELCROSS,-3.61,55.06,1986-05-03,0.0,0.4,0.0
498,Austria,LINZ,14.3,48.31,1986-05-03,2.035357,0.556372,0.923613
554,United Kingdom,CHAPELCROSS,-3.61,55.06,1986-05-03,2.7,1.2,2.2
492,Italy,CASACCIA,12.3,42.03,1986-05-03,0.681,0.271,0.481
493,Italy,CASACCIA,12.3,42.03,1986-05-03,1.148,0.281,0.656
494,Italy,CASACCIA,12.3,42.03,1986-05-03,1.256,0.415,0.841
495,Germany,KARLSRUHE,8.67,49.0,1986-05-03,0.0,0.63,1.5
496,Germany,KARLSRUHE,8.67,49.0,1986-05-03,0.0,1.0,2.5
497,Austria,LINZ,14.3,48.31,1986-05-03,1.682476,0.372138,0.704938
499,Austria,LINZ,14.3,48.31,1986-05-03,2.739566,0.712059,1.208017
500,Czechoslovakia,USTI,50.68,14.0,1986-05-03,0.196,0.013,0.39343750000000016
501,Austria,LINZ,14.3,48.31,1986-05-03,10.985739,2.195656,4.131412
502,Austria,LINZ,14.3,48.31,1986-05-03,10.192993,3.045522,5.098655
503,Italy,ISPRA,8.63,45.8,1986-05-03,14.23,0.0,1.66
504,Germany,AACHEN(DWD),6.1,50.76,1986-05-03,2.257,0.592,0.7103390810810806
505,Austria,VIENNA.,16.36,48.21,1986-05-03,9.546,0.625129909090909,0.9306186144578327
506,Italy,CAPANNA,12.3,42.03,1986-05-03,2.706,0.926,1.852
507,Italy,CAPANNA,12.3,42.03,1986-05-03,2.899,0.963,1.814
508,Italy,CAPANNA,12.3,42.03,1986-05-03,2.37,0.704,1.37
509,Italy,CAPANNA,12.3,42.03,1986-05-03,1.48,0.444,0.87
491,Italy,ISPRA,8.63,45.8,1986-05-03,14.5,0.0,1.68
490,Germany,AACHEN(RWTH),6.1,50.76,1986-05-03,0.0,0.0,0.7103390810810806
489,Italy,ISPRA,8.63,45.8,1986-05-03,13.68,0.0,1.61
488,Italy,ISPRA,8.63,45.8,1986-05-03,8.79,0.0,1.06
555,United Kingdom,CHAPELCROSS,-3.61,55.06,1986-05-03,0.0,0.15,0.0
470,Italy,ISPRA,8.63,45.8,1986-05-03,11.62,0.0,1.38
471,Italy,SALUGGIA(IFEC),8.02,45.21,1986-05-03,0.0,0.444,0.6584179577464782
472,Germany,AACHEN(RWTH),6.1,50.76,1986-05-03,0.0,0.36,0.7103390810810806
473,Italy,ISPRA,8.63,45.8,1986-05-03,10.62,0.0,1.27
474,Italy,SALUGGIA(eurex),8.02,45.21,1986-05-03,0.0,0.537,0.0
476,Austria,INNSBRUCK,11.41,47.28,1986-05-03,2.664,0.61864,1.184
477,Austria,INNSBRUCK,11.41,47.28,1986-05-03,6.327,1.11925,2.146
510,Austria,KLAGENFURT,14.33,46.63,1986-05-03,2.109,0.7733,1.48
478,Hungary,BUDAPEST,19.1,47.5,1986-05-03,0.75,0.13,0.26
480,Czechoslovakia,PRAHA,50.08,14.42,1986-05-03,1.4,0.356,0.39343750000000016
481,Italy,ISPRA,8.63,45.8,1986-05-03,5.25,0.0,0.64
482,Italy,ISPRA,8.63,45.8,1986-05-03,3.28,0.0,0.4
483,Italy,ISPRA,8.63,45.8,1986-05-03,3.21,0.0,0.4
484,Italy,ISPRA,8.63,45.8,1986-05-03,3.18,0.0,0.4
485,Italy,ISPRA,8.63,45.8,1986-05-03,2.87,0.0,0.36
486,Austria,INNSBRUCK,11.41,47.28,1986-05-03,3.589,0.70004,1.295
487,Germany,AACHEN(RWTH),6.1,50.76,1986-05-03,0.0,0.27,0.7103390810810806
479,Italy,ISPRA,8.63,45.8,1986-05-03,6.72,0.0,0.81
511,Italy,CAPANNA,12.3,42.03,1986-05-03,1.392,0.5,0.951
475,Sweden,RISOE,12.07,55.7,1986-05-03,0.2239,0.00212,0.00356
513,Austria,SALZBURG,13.05,47.9,1986-05-03,3.311836,1.1069,1.35505
536,Greece,THESSALONIKI,22.95,40.59,1986-05-03,0.2,0.0,0.0
537,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-03,1.84,0.09,0.21779452500000002
538,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-03,1.01,0.09,0.002
539,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-03,2.12,0.18,0.21779452500000002
540,United Kingdom,HARWELL,-1.3,51.62,1986-05-03,0.04,0.0,0.09876507042253525
541,United Kingdom,HARWELL,-1.3,51.62,1986-05-03,0.02,0.0,0.006
542,United Kingdom,HARWELL,-1.3,51.62,1986-05-03,0.03,0.001,0.09876507042253525
543,United Kingdom,HARWELL,-1.3,51.62,1986-05-03,0.01,0.0,0.007
535,Spain,TARRAGONA,-0.4,39.48,1986-05-03,0.0,0.032,0.0
544,Finland,NURMIJAERVI,24.7,60.45,1986-05-03,0.0,0.0077,0.0132
546,Czechoslovakia,PRAHA,50.0,14.42,1986-05-03,4.7,0.7,0.39343750000000016
547,Czechoslovakia,PRAHA,50.0,14.42,1986-05-03,0.7,0.03,0.39343750000000016
548,United Kingdom,GLASGOW,-4.83,56.0,1986-05-03,0.594,0.141,0.32
550,United Kingdom,GLASGOW,-4.83,56.0,1986-05-03,0.75,0.24,0.45
551,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-03,1.58,0.37,0.21779452500000002
552,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-03,2.32,0.16,0.21779452500000002
553,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-03,2.45,0.22,0.005
512,Italy,CAPANNA,12.3,42.03,1986-05-03,1.276,0.648,1.2
545,United Kingdom,HARWELL,-1.3,51.62,1986-05-03,0.83,0.3,0.00107
534,Belgium,MOL,5.12,51.18,1986-05-03,1.98,0.64,1.28
549,United Kingdom,GLASGOW,-4.83,56.0,1986-05-03,2.2,0.77,1.41
532,Netherlands,VLISSINGEN,3.58,51.45,1986-05-03,1.06,0.3,0.68
515,Germany,AACHEN(RWTH),6.1,50.76,1986-05-03,0.0,0.0,0.7103390810810806
533,Netherlands,VLISSINGEN,3.58,51.45,1986-05-03,2.24,0.38,0.74
516,Austria,VIENNA.,16.36,48.21,1986-05-03,1.1655,0.625129909090909,0.9306186144578327
514,Germany,AACHEN(RWTH),6.1,50.76,1986-05-03,0.0,0.0,0.7103390810810806
