,PAYS,Location,Longitude,Latitude,Date,Iodine_131,Caesium_134,Caesium_137
1837,France,CHINON,0.25,47.15,1986-05-17,0.0038,0.0,0.0
1836,Italy,BRASIMONE,11.33,44.48,1986-05-17,0.01,0.001,0.002
1835,Greece,THESSALONIKI,22.95,40.59,1986-05-17,0.06,0.0,0.0
1834,Sweden,LJUNGBYHED,13.92,56.82,1986-05-17,0.00118,0.000105,0.000173
1833,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-17,0.004,0.0012,0.21779452500000002
1832,Greece,KOZANIS,21.79,40.31,1986-05-17,0.06,0.0,0.0
1831,France,GRAVELINES,2.31,51.0,1986-05-17,0.0052,0.0,0.0
1830,Greece,ATTIKIS,23.78,38.0,1986-05-17,0.13,0.0,0.0
1829,Italy,TRISAIA,16.63,40.17,1986-05-17,0.006,0.002,0.003
1838,United Kingdom,GLASGOW,-4.83,56.0,1986-05-17,0.0026,0.0011,0.002
1827,Sweden,GOETEBORG,12.0,57.75,1986-05-17,0.00113,0.00023,0.000398
1826,Sweden,RISOE,12.07,55.7,1986-05-17,0.002772,0.000451,0.000783
1825,Spain,TARRAGONA,-0.4,39.48,1986-05-17,0.0,0.0,0.03600625
1824,France,CRUAS,4.8,44.63,1986-05-17,0.0017,0.0,0.001
1823,France,ST.Laurent des eaux,1.58,47.71,1986-05-17,0.44175517916666684,0.1088557831858407,0.2123731444444443
1822,Sweden,STOCKHOLM,18.08,59.33,1986-05-17,0.00154,0.000491,0.000827
1821,Czechoslovakia,KOSICE,21.25,48.73,1986-05-17,0.0049,0.0009,0.0017
1820,United Kingdom,HARWELL,-1.3,51.62,1986-05-17,0.0026,0.00079,0.09876507042253525
1819,Spain,VALENCIA,0.0,0.0,1986-05-17,0.0,0.0,0.03600625
1818,France,LE VESINET,2.13,48.88,1986-05-17,0.0067,0.0,0.2123731444444443
1828,Belgium,MOL,5.12,51.18,1986-05-17,0.0056,0.00148,0.0028
1854,Sweden,LJUNGBYHED,13.92,56.82,1986-05-18,0.00158,0.000316,0.000542
1855,Greece,KOZANIS,21.79,40.31,1986-05-18,0.01,0.0,0.0
1856,Greece,ATTIKIS,23.78,38.0,1986-05-18,0.2,0.0,0.0
1857,France,ST.Laurent des eaux,1.58,47.71,1986-05-18,0.44175517916666684,0.1088557831858407,0.2123731444444443
1863,Sweden,RISOE,12.07,55.7,1986-05-18,0.001664,0.000388,0.000745
1859,Czechoslovakia,KOSICE,21.25,48.73,1986-05-18,0.0061,0.0006,0.0013
1860,Netherlands,GRONINGEN,6.53,53.25,1986-05-18,0.002,0.0,0.002
1861,Sweden,GOETEBORG,12.0,57.75,1986-05-18,0.00108,0.00033,0.000565
1862,Sweden,STOCKHOLM,18.08,59.33,1986-05-18,0.00135,0.000205,0.000361
1858,Germany,GOETTINGEN,9.95,51.53,1986-05-18,0.0047,0.0017,0.0033
1852,Italy,BRASIMONE,11.33,44.48,1986-05-18,0.003,0.2153655303030303,0.0005
1853,Switzerland,SPIEZ,7.42,46.42,1986-05-18,0.0016,0.0005,0.001
1850,Italy,BOLOGNA,11.33,44.48,1986-05-18,0.006,0.2153655303030303,0.004
1851,France,CRUAS,4.8,44.63,1986-05-18,0.0016,0.0,0.001
1841,Spain,TARRAGONA,-0.4,39.48,1986-05-18,0.0,0.0,0.03600625
1843,France,GRAVELINES,2.31,51.0,1986-05-18,0.005,0.0,0.0
1844,United Kingdom,HARWELL,-1.3,51.62,1986-05-18,0.00115,0.00047,0.09876507042253525
1842,France,CHINON,0.25,47.15,1986-05-18,0.0036,0.0,0.0
1846,Belgium,MOL,5.12,51.18,1986-05-18,0.0029,0.00075,0.00144
1847,France,PARIS,2.36,48.85,1986-05-18,0.0031,0.0013,0.0025
1848,Spain,VALENCIA,0.0,0.0,1986-05-18,0.0,0.0,0.03600625
1849,France,LE VESINET,2.13,48.88,1986-05-18,0.0037,0.0,0.2123731444444443
1845,Sweden,UMEAA,20.25,63.83,1986-05-18,0.00143,0.000651,0.00113
1884,Germany,OFFENBACH,8.77,50.1,1986-05-19,0.004,0.001,0.0029
1880,Germany,NORDERNEY,7.15,53.71,1986-05-19,0.00152,0.00049,0.00095
1881,Sweden,UMEAA,20.25,63.83,1986-05-19,0.00296,0.000685,0.00118
1882,Sweden,STOCKHOLM,18.08,59.33,1986-05-19,0.0015,0.000633,0.00112
1883,United Kingdom,HARWELL,-1.3,51.62,1986-05-19,0.0023,0.00115,0.09876507042253525
1885,France,ST.Laurent des eaux,1.58,47.71,1986-05-19,0.44175517916666684,0.1088557831858407,0.2123731444444443
1890,Czechoslovakia,KOSICE,21.25,48.73,1986-05-19,0.0055,0.0013,0.0023
1887,France,LE VESINET,2.13,48.88,1986-05-19,0.0067,0.0015,0.2123731444444443
1888,Netherlands,GRONINGEN,6.53,53.25,1986-05-19,0.001,0.0,0.002
1889,Finland,NURMIJAERVI,24.7,60.45,1986-05-19,0.0,0.00155,0.00272
1891,Italy,BOLOGNA,11.33,44.48,1986-05-19,0.006,0.2153655303030303,0.004
1879,France,GRAVELINES,2.31,51.0,1986-05-19,0.005,0.0,0.0
1886,Spain,TARRAGONA,-0.4,39.48,1986-05-19,0.0,0.0,0.03600625
1878,Belgium,MOL,5.12,51.18,1986-05-19,0.004,0.00108,0.0023
1892,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-19,0.00281,0.013,0.5536206896551723
1876,Belgium,MOL,5.12,51.18,1986-05-19,0.0046,0.0007,0.00141
1877,Sweden,RISOE,12.07,55.7,1986-05-19,0.002248,0.001367,0.002421
1864,France,CRUAS,4.8,44.63,1986-05-19,0.0015,0.0,0.0
1866,France,CHINON,0.25,47.15,1986-05-19,0.0058,0.0,0.0
1867,Italy,BRASIMONE,11.33,44.48,1986-05-19,0.003,0.2153655303030303,0.0
1868,Sweden,GOETEBORG,12.0,57.75,1986-05-19,0.00156,0.000713,0.00125
1869,Germany,BERLIN-WEST,13.42,52.5,1986-05-19,0.0074,0.00204,2.0
1865,Spain,VALENCIA,0.0,0.0,1986-05-19,0.0,0.0,0.03600625
1871,Greece,THESSALONIKI,22.95,40.59,1986-05-19,0.03,0.0,0.03
1872,Germany,AACHEN(DWD),6.1,50.76,1986-05-19,0.0029,0.00082,0.7103390810810806
1873,United Kingdom,GLASGOW,-4.83,56.0,1986-05-19,0.0024,0.0015,0.0036
1874,Czechoslovakia,PRAHA,50.0,14.42,1986-05-19,0.0035,0.0025,0.39343750000000016
1875,Greece,ATTIKIS,23.78,38.0,1986-05-19,0.04,0.0,0.03
1870,Sweden,LJUNGBYHED,13.92,56.82,1986-05-19,0.00205,0.000771,0.00137
1903,Greece,ATTIKIS,23.78,38.0,1986-05-20,0.04,0.0,0.0
1910,Sweden,OESTERSUND,14.67,63.17,1986-05-20,0.00112,0.000687,0.00116
1909,Italy,BRASIMONE,11.33,44.48,1986-05-20,0.003,0.2153655303030303,0.0005
1908,Greece,THESSALONIKI,22.95,40.59,1986-05-20,0.02,0.0,0.0
1907,Greece,KOZANIS,21.79,40.31,1986-05-20,0.04,0.0,0.0
1906,France,LE VESINET,2.13,48.88,1986-05-20,0.0033,0.00055,0.2123731444444443
1905,Spain,TARRAGONA,-0.4,39.48,1986-05-20,0.0,0.0,0.03600625
1904,Sweden,UMEAA,20.25,63.83,1986-05-20,0.00173,0.000827,0.00146
1902,France,ST.Laurent des eaux,1.58,47.71,1986-05-20,0.44175517916666684,0.1088557831858407,0.2123731444444443
1899,France,PARIS,2.36,48.85,1986-05-20,0.0007,0.0,6e-06
1900,Sweden,LJUNGBYHED,13.92,56.82,1986-05-20,0.00167,0.00113,0.00193
1898,Germany,GOETTINGEN,9.95,51.53,1986-05-20,0.0027,0.0011,0.002
1897,United Kingdom,HARWELL,-1.3,51.62,1986-05-20,0.0018,0.00115,0.09876507042253525
1896,Belgium,MOL,5.12,51.18,1986-05-20,0.0035,0.0015,0.0031
1895,Sweden,GOETEBORG,12.0,57.75,1986-05-20,0.00109,0.00121,0.00209
1894,Sweden,STOCKHOLM,18.08,59.33,1986-05-20,0.000972,0.000522,0.000893
1893,France,CRUAS,4.8,44.63,1986-05-20,0.0013,0.0,0.0
1901,Sweden,RISOE,12.07,55.7,1986-05-20,0.002507,0.001439,0.002599
1922,Sweden,LJUNGBYHED,13.92,56.82,1986-05-21,0.00199,0.00155,0.00277
1923,Greece,THESSALONIKI,22.95,40.59,1986-05-21,0.02,0.0,0.0
1924,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-21,0.0035,0.37136930232558124,0.5536206896551723
1928,Belgium,MOL,5.12,51.18,1986-05-21,0.00189,0.00062,0.00128
1926,France,ST.Laurent des eaux,1.58,47.71,1986-05-21,0.44175517916666684,0.1088557831858407,0.2123731444444443
1927,Greece,ATTIKIS,23.78,38.0,1986-05-21,0.05,0.0,0.0
1921,Sweden,STOCKHOLM,18.08,59.33,1986-05-21,0.0015,0.000855,0.00146
1925,Sweden,UMEAA,20.25,63.83,1986-05-21,0.000832,0.000604,0.00103
1920,United Kingdom,HARWELL,-1.3,51.62,1986-05-21,0.27093912280701754,0.0006,0.09876507042253525
1913,Spain,VALENCIA,0.0,0.0,1986-05-21,0.0,0.0,0.007
1918,Finland,NURMIJAERVI,24.7,60.45,1986-05-21,0.0,0.00114,0.00199
1917,Greece,KOZANIS,21.79,40.31,1986-05-21,0.01,0.0,0.0
1916,Netherlands,GRONINGEN,6.53,53.25,1986-05-21,0.001,0.0,0.002
1915,Czechoslovakia,KOSICE,21.25,48.73,1986-05-21,0.0051,0.0008,0.0015
1914,Germany,NEUHERBERG,11.58,48.13,1986-05-21,1.033983265306122,0.00026,0.7103390810810806
1912,Germany,GOETTINGEN,9.95,51.53,1986-05-21,0.003,0.0015,0.0028
1911,Sweden,RISOE,12.07,55.7,1986-05-21,0.002007,0.000783,0.001323
1919,Italy,BRASIMONE,11.33,44.48,1986-05-21,0.003,0.2153655303030303,0.0005
1940,United Kingdom,HARWELL,-1.3,51.62,1986-05-22,0.0021,0.00072,0.09876507042253525
1939,Sweden,RISOE,12.07,55.7,1986-05-22,0.00281,0.001022,0.001773
1938,Belgium,MOL,5.12,51.18,1986-05-22,0.003,0.00091,0.00179
1937,Sweden,UMEAA,20.25,63.83,1986-05-22,0.00089,0.000582,0.001
1936,Sweden,LJUNGBYHED,13.92,56.82,1986-05-22,0.00169,0.000763,0.00137
1935,Italy,BRASIMONE,11.33,44.48,1986-05-22,0.001,0.2153655303030303,0.0005
1934,Sweden,GOETEBORG,12.0,57.75,1986-05-22,0.00119,0.00099,0.00174
1932,Germany,GOETTINGEN,9.95,51.53,1986-05-22,0.0021,0.0008,0.0015
1931,Spain,VALENCIA,0.0,0.0,1986-05-22,0.0,0.0,0.03600625
1930,Sweden,STOCKHOLM,18.08,59.33,1986-05-22,0.00216,0.00138,0.00236
1929,Greece,ATTIKIS,23.78,38.0,1986-05-22,0.01,0.0,0.0
1933,Netherlands,DELFT,4.38,52.0,1986-05-22,0.0,0.005,0.006
1951,United Kingdom,GLASGOW,-4.83,56.0,1986-05-23,0.0019,0.0011,0.0023
1957,Spain,VALENCIA,0.0,0.0,1986-05-23,0.0,0.0,0.03600625
1956,Sweden,UMEAA,20.25,63.83,1986-05-23,0.00116,0.000694,0.00121
1955,United Kingdom,HARWELL,-1.3,51.62,1986-05-23,0.0043,0.0019,0.09876507042253525
1954,Sweden,STOCKHOLM,18.08,59.33,1986-05-23,0.00197,0.000969,0.00167
1958,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-23,0.00192,0.01,0.005
1952,Greece,ATTIKIS,23.78,38.0,1986-05-23,0.02,0.0,0.0
1950,Germany,FREIBURG(DWD),7.87,48.0,1986-05-23,0.003,0.0013,0.7103390810810806
1953,Belgium,MOL,5.12,51.18,1986-05-23,0.0043,0.0013,0.0029
1948,Czechoslovakia,PRAHA,50.0,14.42,1986-05-23,0.0027,0.002,0.39343750000000016
1941,Netherlands,EELDE,6.56,53.13,1986-05-23,1.127527272727273,0.002,0.8022142946428572
1942,Czechoslovakia,KOSICE,21.25,48.73,1986-05-23,0.0042,0.0008,0.0016
1943,Finland,NURMIJAERVI,24.7,60.45,1986-05-23,0.0,0.00064,0.00115
1949,Italy,BRASIMONE,11.33,44.48,1986-05-23,3.0388841059602663,0.0005,0.6584179577464782
1945,Sweden,LJUNGBYHED,13.92,56.82,1986-05-23,0.00209,0.000986,0.00174
1946,Sweden,GOETEBORG,12.0,57.75,1986-05-23,0.000784,0.000248,0.000444
1947,Netherlands,VLISSINGEN,3.58,51.45,1986-05-23,0.002,0.43388659793814416,0.001
1944,Germany,GOETTINGEN,9.95,51.53,1986-05-23,0.003,0.0009,0.0023
1959,Belgium,MOL,5.12,51.18,1986-05-24,0.0031,0.00129,0.0025
1960,Sweden,LJUNGBYHED,13.92,56.82,1986-05-24,0.00225,0.00136,0.00242
1961,Spain,VALENCIA,0.0,0.0,1986-05-24,0.0,0.0,0.0012
1962,Sweden,UMEAA,20.25,63.83,1986-05-24,0.00134,0.00116,0.00204
1963,Greece,ATTIKIS,23.78,38.0,1986-05-24,0.02,0.0,0.01
1970,Belgium,MOL,5.12,51.18,1986-05-25,0.00184,0.00071,0.00146
1972,Sweden,UMEAA,20.25,63.83,1986-05-25,0.00185,0.00147,0.00261
1971,Sweden,RISOE,12.07,55.7,1986-05-25,0.001805,0.001221,0.002275
1969,Spain,VALENCIA,0.0,0.0,1986-05-25,0.0,0.0,0.03600625
1965,Greece,THESSALONIKI,22.95,40.59,1986-05-25,0.01,0.0,0.0
1967,Germany,GOETTINGEN,9.95,51.53,1986-05-25,0.0017,0.001,0.0018
1966,Sweden,STOCKHOLM,18.08,59.33,1986-05-25,0.00176,0.00132,0.00232
1964,Sweden,LJUNGBYHED,13.92,56.82,1986-05-25,0.00103,0.00107,0.00188
1968,Greece,ATTIKIS,23.78,38.0,1986-05-25,0.03,0.0,0.0
1983,Greece,THESSALONIKI,22.95,40.59,1986-05-26,0.01,0.0,0.0
1990,Germany,HANNOVER,9.73,52.38,1986-05-26,0.0021,0.0009,0.0019
1989,Germany,NORDERNEY,7.15,53.71,1986-05-26,0.00107,0.00093,0.00189
1991,Czechoslovakia,KOSICE,21.25,48.73,1986-05-26,0.0023,0.0011,0.0018
1987,Germany,GOETTINGEN,9.95,51.53,1986-05-26,0.0022,0.0009,0.002
1986,Finland,NURMIJAERVI,24.7,60.45,1986-05-26,0.0,0.00099,0.0018
1985,Sweden,STOCKHOLM,18.08,59.33,1986-05-26,0.000745,0.000701,0.00124
1984,Sweden,LJUNGBYHED,13.92,56.82,1986-05-26,0.000804,0.00078,0.0014
1982,Sweden,LJUNGBYHED,13.92,56.82,1986-05-26,0.00197,0.00102,0.00181
1988,Spain,VALENCIA,0.0,0.0,1986-05-26,0.0,0.0,0.03600625
1980,Sweden,UMEAA,20.25,63.83,1986-05-26,0.000948,0.000979,0.00174
1979,Germany,BERLIN-WEST,13.42,52.5,1986-05-26,0.0012,0.00057,0.7103390810810806
1978,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-26,0.00249,0.37136930232558124,0.5536206896551723
1977,Sweden,RISOE,12.07,55.7,1986-05-26,0.001029,0.000749,0.0013
1976,Belgium,MOL,5.12,51.18,1986-05-26,0.00159,0.00084,0.00167
1975,Germany,AACHEN(DWD),6.1,50.76,1986-05-26,0.0017,0.00077,0.7103390810810806
1974,Greece,ATTIKIS,23.78,38.0,1986-05-26,0.02,0.0,0.0
1973,Belgium,MOL,5.12,51.18,1986-05-26,0.0028,0.00102,0.0021
1981,Sweden,GOETEBORG,12.0,57.75,1986-05-26,0.000731,0.00104,0.00181
1994,Greece,ATTIKIS,23.78,38.0,1986-05-27,0.01,0.0,0.02
1995,Germany,GOETTINGEN,9.95,51.53,1986-05-27,0.0031,0.0013,0.0024
1992,Sweden,STOCKHOLM,18.08,59.33,1986-05-27,0.00102,0.0005,0.000877
1993,Sweden,RISOE,12.07,55.7,1986-05-27,0.000517,0.000315,0.000594
1996,Czechoslovakia,KOSICE,21.25,48.73,1986-05-28,0.0023,0.0009,0.0017
1997,Sweden,RISOE,12.07,55.7,1986-05-28,0.000482,0.000196,0.00033
1998,Czechoslovakia,PRAHA,50.0,14.42,1986-05-28,0.0013,0.0022,0.39343750000000016
1999,Sweden,STOCKHOLM,18.08,59.33,1986-05-28,0.000524,0.000451,0.000802
2000,Spain,VALENCIA,0.0,0.0,1986-05-28,0.0,0.0,0.03600625
2001,Greece,ATTIKIS,23.78,38.0,1986-05-28,0.02,0.0,0.0
2002,Netherlands,DELFT,4.38,52.0,1986-05-28,0.0,0.001,0.003
2003,Germany,GOETTINGEN,9.95,51.53,1986-05-28,0.0023,0.0009,0.0018
2004,Finland,NURMIJAERVI,24.7,60.45,1986-05-28,0.0,0.00087,0.00157
2009,Germany,OFFENBACH,8.77,50.1,1986-05-29,0.002,0.001,0.0022
2010,Sweden,STOCKHOLM,18.08,59.33,1986-05-29,0.000534,0.000325,0.000575
2008,Spain,VALENCIA,0.0,0.0,1986-05-29,0.0,0.0,0.03600625
2005,Sweden,RISOE,12.07,55.7,1986-05-29,0.000533,0.000146,0.00033
2006,Greece,THESSALONIKI,22.95,40.59,1986-05-29,0.01,0.0,0.0
2007,Germany,GOETTINGEN,9.95,51.53,1986-05-29,0.0012,0.0007,0.0012
2022,Finland,NURMIJAERVI,24.7,60.45,1986-05-30,0.0,0.00043,0.00073
2021,Germany,GOETTINGEN,9.95,51.53,1986-05-30,0.00091,0.00029,0.00068
2020,Germany,FREIBURG(DWD),7.87,48.0,1986-05-30,0.0017,0.0016,0.7103390810810806
2019,Finland,KONALA(Helsinki)NW,25.0,60.13,1986-05-30,0.00062,0.017,0.5536206896551723
2017,Greece,ATTIKIS,23.78,38.0,1986-05-30,0.01,0.0,0.0
2018,United Kingdom,GLASGOW,-4.83,56.0,1986-05-30,0.0005,0.0005,0.0011
2015,Czechoslovakia,PRAHA,50.08,14.42,1986-05-30,0.0,0.0,0.39343750000000016
2014,Netherlands,EELDE,6.56,53.13,1986-05-30,1.127527272727273,0.001,0.8022142946428572
2013,Spain,VALENCIA,0.0,0.0,1986-05-30,0.0,0.0,0.0084
2012,Czechoslovakia,KOSICE,21.25,48.73,1986-05-30,0.0002,0.0006,0.0012
2011,Netherlands,VLISSINGEN,3.58,51.45,1986-05-30,1.127527272727273,0.001,0.8022142946428572
2016,Sweden,STOCKHOLM,18.08,59.33,1986-05-30,0.000364,0.000173,0.000308
2026,Sweden,STOCKHOLM,18.08,59.33,1986-05-31,0.000338,0.000177,0.000324
2023,Belgium,BRUXELLES(Ixelles),4.33,50.78,1986-05-31,0.0,0.2217008955223881,0.21779452500000002
2024,Belgium,MOL,5.12,51.18,1986-05-31,0.0,0.2217008955223881,0.0
2025,United Kingdom,GLASGOW,-4.49,56.0,1986-05-31,0.0,0.017,0.034
2027,Germany,NORDERNEY,7.15,53.71,1986-08-04,0.0,0.0,7e-05
